Cod_SBS,Cod_Emp,Tip_Credit,Nivel2,Moneda,SubCodigoCuenta,Condicion,Val_Saldo,Clasif_Deu,Cod_Cuenta
0152627289,00001,10,81,1,30200000000,212100,0000,0,81130200000000
0152627289,00001,10,14,1,90201000000,000000,0000,0,14190201000000
0152627289,00001,10,14,1,50204000000,121600,0000,0,14150204000000
0132449236,00001,10,72,1,50602000000,000000,0000,0,72150602000000
0110173733,00001,10,81,1,30200000000,283500,0000,0,81130200000000
0124540968,00002,09,14,1,11306020000,000000,0000,0,14111306020000
0124540968,00006,09,81,1,93713010000,000000,0000,0,81193713010000
0124540968,00006,09,14,1,11306020000,000000,0000,0,14111306020000
0124540968,00006,09,14,1,81300000000,000000,0000,0,14181300000000
0124540968,00006,09,72,1,50313000000,000000,0000,0,72150313000000
0124540968,00002,09,84,1,40511000000,000000,0000,0,84140511000000
0124540968,00002,09,81,1,80113010000,000000,0000,0,81180113010000
0124540968,00006,09,84,1,40511000000,000000,0000,0,84140511000000
0124540968,00002,09,14,1,81300000000,000000,0000,0,14181300000000
0124540968,00006,09,81,1,80113020000,000000,0000,0,81180113020000
0124540968,00006,09,84,1,41000000000,000000,0000,0,84141000000000
0124540968,00006,09,81,1,80113010000,000000,0000,0,81180113010000
0166939135,00001,08,84,1,40511000000,000000,0000,0,84140511000000
0166939135,00001,08,72,1,50612000000,000000,0000,0,72150612000000
0166939135,00001,08,84,2,40201020000,019500,0000,0,84240201020000
0166939135,00001,08,81,1,80112020000,000000,0000,0,81180112020000
